source_code,title,genre_code,director,year,rating,runtime_minutes,description
M2519,The Time of Dread,HOR,Jordan Peele,2002,6.6,79,"When the lights go out, the real terror begins."
M2520,The River of Dread,HOR,David Robert Mitchell,1975,6,111,Something in the house does not want them to leave.
M2521,Far From Peace,DRA,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,2017,5.5,135,A politician must choose between personal ambition and those they love.
M2522,The Wave Below,HOR,Robert Eggers,1977,5.9,83,A artist becomes convinced they are being stalked by something inhuman.
M2523,Blood Justice,HOR,Ari Aster,1965,7.3,83,What they found in the basement should have stayed buried.
M2524,Perfect Lives,DOC,Werner Herzog,2015,4.5,70,A filmmaker follows one family through five years of upheaval.
M2525,No Earth for Earth,COM,Armando Iannucci,1967,4.5,79,A architect discovers their ordinary life is anything but.
M2526,The Fallen Dark,HOR,David Robert Mitchell,2009,5.3,105,Something in the house does not want them to leave.
M2527,Hidden Spirit,THR,Park Chan-wook,1994,6.7,118,A writer receives a message from someone who shouldn't exist.
M2528,Into the Dawn,HOR,James Wan,2002,5.7,108,The nightmare is only beginning.
M2529,Blood Ice,HOR,Ari Aster,2017,8.6,91,A musician becomes convinced they are being stalked by something inhuman.
M2530,Ocean Trouble,COM,Wes Anderson,2002,6.2,102,A hapless scientist stumbles into a series of increasingly absurd situations.
M2531,The Fallen Wave,DRA,Hirokazu Kore-eda,1996,6.7,112,Estranged siblings reunite to settle their parents' estate.
M2532,Flame Protocol,SCI,James Cameron,1961,4.8,106,The colonists of a distant planet uncover something buried for millennia.
M2533,The Last War,THR,Park Chan-wook,2004,7.8,98,Nothing is as it seems in this tightly wound psychological thriller.
M2534,Night Prime,SCI,Rian Johnson,2024,5,130,A athlete must stop time itself from unravelling.
M2535,Finding Dawn,ROM,Greg Berlanti,1967,5.8,115,"Separated by circumstances, two hearts refuse to give up."
M2536,Blood Sky,HOR,Ari Aster,1950,6.3,70,The nightmare is only beginning.
M2537,Twice in Dream,ROM,Richard Curtis,1989,5.2,104,A chance encounter in a far-off city changes everything.
M2538,The Iron Hour,HOR,Robert Eggers,2008,6.2,111,The nightmare is only beginning.
M2539,Empty Chaos,COM,Phil Lord,2002,5.6,137,A writer discovers their ordinary life is anything but.
M2540,The Soul Effect,DOC,Frederick Wiseman,1965,4.9,91,The untold story of a scientist who changed history.
M2541,Far Away Earth,ANI,Isao Takahata,1971,8,87,A forgotten land holds the key to everything they've lost.
M2542,Vanishing Dream,THR,Park Chan-wook,1994,6.5,97,"When a witness disappears, a soldier races to find the truth."
M2543,Stellar Heart,SCI,James Cameron,2020,8.1,93,Humanity makes contact with an intelligence beyond comprehension.
M2544,Inside Dream,DOC,Michael Moore,1983,7.6,109,"Bold, unflinching, and impossible to ignore."
M2545,The Mind Below,HOR,Jordan Peele,1972,7.5,101,The town has kept its secret for a hundred years. Until now.
M2546,The Hollow Flame,DRA,Wong Kar-wai,1954,7.3,153,"When secrets surface, a tight-knit community begins to unravel."
M2547,The Strange Dark,HOR,Babak Anvari,2020,5.8,127,What they found in the basement should have stayed buried.
M2548,Hollow Wave,HOR,Jordan Peele,2021,6.5,82,A journalist returns to their hometown â€” and discovers it has changed.
M2549,Distant Waters,DRA,Mike Leigh,1963,8.2,103,A young person discovers the truth about their origins and identity.
M2550,The Long Stone,DRA,Lynne Ramsay,1965,6,126,A journalist fights for justice in a system stacked against them.
M2551,The Wild Kiss,ROM,Kay Cannon,2022,7,70,Two people who couldn't be more different find they're perfect together.
M2552,The Final Sun,DRA,Bong Joon-ho,1993,5,98,"When secrets surface, a tight-knit community begins to unravel."
M2553,No Door for Door,COM,Judd Apatow,1992,5.9,78,A hapless journalist stumbles into a series of increasingly absurd situations.
M2554,The Crimson Journey,ANI,Hayao Miyazaki,1972,7.1,70,"When adventure calls, one small creature answers."
M2555,The Rising Dark,HOR,Ana Lily Amirpour,2024,5.2,94,"When the lights go out, the real terror begins."
M2556,The Bright Road,DRA,Asghar Farhadi,1995,5.9,124,A athlete fights for justice in a system stacked against them.
M2557,The Dark Plan,COM,Wes Anderson,1967,6.6,96,"When plans go wrong, two unlikely partners must improvise their way out."
M2558,The Misadventures of Memory,COM,Greg Mottola,1991,6.3,74,A farmer's attempt to impress their in-laws spirals out of control.
M2559,A Simple Moon,DRA,Ken Loach,2022,6.1,70,A farmer must choose between personal ambition and those they love.
M2560,Vanishing Mind,THR,Roman Polanski,1961,7.7,104,"When a witness disappears, a scientist races to find the truth."
M2561,Adventures in Memory,ANI,Jennifer Yuh Nelson,2017,6.5,71,"Courage, friendship, and wonder await beyond the horizon."
M2562,Always Forest,ROM,Nora Ephron,1970,5.8,100,"Separated by circumstances, two hearts refuse to give up."
M2563,The Ocean Files,THR,Yorgos Lanthimos,2012,7.9,94,A politician uncovers a conspiracy that puts their life in danger.
M2564,War and War,COM,Adam McKay,1985,4.5,82,A pilot discovers their ordinary life is anything but.
M2565,Extreme Spirit,ACT,Chad Stahelski,2014,6.1,85,A architect goes off the grid to protect the one person who matters most.
M2566,Inside Earth,DOC,Steve James,2017,4.6,117,Inside one of the world's most secretive organisations.
M2567,Desert Whispers,HOR,David Robert Mitchell,1989,7.7,77,The town has kept its secret for a hundred years. Until now.
M2568,The River Agency,ACT,David Leitch,1976,5.7,127,"Racing against time, a scientist must stop an attack on the capital."
M2569,The Storm Quest,ANI,Isao Takahata,1991,4.9,78,An unlikely band of friends must work together to find their way home.
M2570,The Forgotten One,ROM,Garry Marshall,2019,6.7,88,"First love, second chances, and everything in between."
M2571,The Rising Frontier,SCI,Ridley Scott,1960,7.3,76,Humanity makes contact with an intelligence beyond comprehension.
M2572,Dark Memory,THR,Yorgos Lanthimos,2001,7.9,108,A pilot receives a message from someone who shouldn't exist.
M2573,Full Sun,ACT,Antoine Fuqua,1967,6.1,108,"Outnumbered and outgunned, a lawyer fights their way to the truth."
M2574,Beyond Earth,SCI,Mike Cahill,1994,4.8,132,"In 2157, one decision will determine the fate of two worlds."
M2575,Always Night,ROM,Cameron Crowe,2021,6.5,105,A architect has one summer to follow their heart before it's too late.
M2576,The Endless Frontier,SCI,Neill Blomkamp,1950,4.9,124,Humanity makes contact with an intelligence beyond comprehension.
M2577,Sky Tales,ANI,Byron Howard,1962,6.2,87,A forgotten land holds the key to everything they've lost.
M2578,The Quiet Game,THR,Brian De Palma,1988,7.3,119,A pilot has 48 hours to prevent a catastrophe.
M2579,The Misadventures of Sun,COM,Greg Mottola,2019,7.4,130,A family reunion descends into hilarious chaos.
M2580,Quiet Shadows,HOR,Robert Eggers,2006,5.5,101,What they found in the basement should have stayed buried.
M2581,Hollow City,HOR,Robert Eggers,1978,7.8,92,The town has kept its secret for a hundred years. Until now.
M2582,Far From Heart,DRA,Alfonso CuarÃ³n,1968,6.2,82,"When secrets surface, a tight-knit community begins to unravel."
M2583,Always Soul,ROM,Mira Nair,2009,4,115,The one that got away turns out to be the one worth fighting for.
M2584,Peace of Silence,DRA,Ken Loach,1979,6.7,92,"When secrets surface, a tight-knit community begins to unravel."
M2585,Sky Rising,ACT,Kathryn Bigelow,2011,7.2,121,"Outnumbered and outgunned, a architect fights their way to the truth."
M2586,Moon: A Portrait,DOC,Errol Morris,1978,5.5,114,The hidden truth behind a story the world thought it knew.
M2587,The Wrong Ice,COM,Armando Iannucci,2009,6.9,128,A artist accidentally switches lives with their nemesis.
M2588,Bitter Timing,COM,Greg Mottola,1988,7.1,83,"When plans go wrong, two unlikely partners must improvise their way out."
M2589,The Justice Within,DRA,David Fincher,1988,7.1,121,A young person discovers the truth about their origins and identity.
M2590,Night Justice,WES,Sam Peckinpah,1987,7.3,128,A pilot seeks revenge across a thousand miles of unforgiving terrain.
M2591,The Love Marshal,WES,Tommy Lee Jones,1997,6.2,95,A lone architect rides into a town where the law has no power.
M2592,Echoes of Garden,DRA,Asghar Farhadi,1953,6.3,115,Two strangers form an unlikely bond during a turbulent summer.
M2593,The Hidden One,ROM,Greg Berlanti,2024,6.8,88,"Separated by circumstances, two hearts refuse to give up."
M2594,Beneath the Earth,THR,Karyn Kusama,2002,6.9,111,A journalist has 48 hours to prevent a catastrophe.
M2595,The Wind Story,DOC,Michael Moore,1950,7.2,95,A filmmaker follows one family through five years of upheaval.
M2596,Love of My Heart,ROM,Garry Marshall,1979,4.4,118,A chance encounter in a far-off city changes everything.
M2597,The Forest Story,DOC,Werner Herzog,2008,6.1,77,The untold story of a chef who changed history.
M2598,Far Away Ice,ANI,Pete Docter,2003,6.7,124,"Courage, friendship, and wonder await beyond the horizon."
M2599,Inside Stone,DOC,Frederick Wiseman,1975,6.7,78,The untold story of a doctor who changed history.
M2600,Desert and Love,ROM,John Hughes,2022,6.7,91,Love arrives at the most inconvenient possible moment.
M2601,Tiny Fire,ANI,Brad Bird,1998,7.2,85,A young hero embarks on a magical quest to save their world.
M2602,Operation Justice,ACT,Antoine Fuqua,2015,6.3,116,An elite operative uncovers a betrayal within their own ranks.
M2603,Love in Dream,ROM,Nora Ephron,1971,7,103,The one that got away turns out to be the one worth fighting for.
M2604,The Shattered War,DRA,Kelly Reichardt,2000,7.7,109,"In the aftermath of tragedy, survivors find unexpected connection."
M2605,Full Echo,ACT,Joe Carnahan,2009,5.1,130,"Outnumbered and outgunned, a detective fights their way to the truth."
M2606,Orbital Sky,SCI,James Cameron,2003,6.7,123,"In 2157, one decision will determine the fate of two worlds."
M2607,The Wild Plan,COM,Adam McKay,1992,6.8,85,Three friends attempt to pull off the most ambitious scheme of their lives.
M2608,Weekend at the Hope,COM,Judd Apatow,1991,6.1,70,A family reunion descends into hilarious chaos.
M2609,The Last Storm,THR,Jeremy Saulnier,2012,6,98,A pilot has 48 hours to prevent a catastrophe.
M2610,Ocean Tales,ANI,Hayao Miyazaki,1965,4.6,81,"When adventure calls, one small creature answers."
M2611,The Hidden Game,THR,Michael Mann,1958,5.1,93,Nothing is as it seems in this tightly wound psychological thriller.
M2612,Wild Shadows,HOR,James Wan,1967,7.1,113,Something in the house does not want them to leave.
M2613,Hard Sun,ACT,Kathryn Bigelow,1951,8,137,A artist goes off the grid to protect the one person who matters most.
M2614,Hollow Ocean,HOR,Babak Anvari,1960,7.6,95,A pilot investigates a series of disappearances in a rural town.
M2615,Ice Dreams,ANI,Andrew Stanton,1998,4.7,76,A young dreamer discovers a hidden world beneath their own.
M2616,The Empty Glass,DRA,Kelly Reichardt,2019,6.5,128,An aging musician reflects on a life of sacrifice and regret.
M2617,Orbital Heart,SCI,Shane Carruth,1951,7.5,107,"When the boundaries of reality collapse, a soldier searches for answers."
M2618,Void Love,SCI,Ridley Scott,1974,7.7,119,"When the boundaries of reality collapse, a scientist searches for answers."
M2619,Stone of My Heart,ROM,Garry Marshall,1998,7,102,A engineer has one summer to follow their heart before it's too late.
M2620,Reckless Horizon,SCI,Gareth Edwards,1976,6.6,134,"An experiment goes wrong, unleashing consequences no one anticipated."
M2621,Last Wave,DRA,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,2008,5.7,93,A teacher must choose between personal ambition and those they love.
M2622,Tiny Ice,ANI,Dean DeBlois,1983,7.6,91,"Courage, friendship, and wonder await beyond the horizon."
M2623,River Tales,ANI,Dean DeBlois,2023,5.5,94,A forgotten land holds the key to everything they've lost.
M2624,Lucky Fear,COM,Armando Iannucci,2009,7.4,120,A journalist discovers their ordinary life is anything but.
M2625,The Spirit Within,DRA,Bong Joon-ho,1983,7.6,114,An aging chef reflects on a life of sacrifice and regret.
M2626,Lethal Desert,ACT,Antoine Fuqua,1958,6.6,118,A dangerous mission pushes a team to their absolute limits.
M2627,The Long Heart,DRA,Hirokazu Kore-eda,2002,7,131,"In the aftermath of tragedy, survivors find unexpected connection."
M2628,The Desert Quest,ANI,Pete Docter,1986,6.8,105,A young dreamer discovers a hidden world beneath their own.
M2629,Silent Dream,THR,Jeremy Saulnier,1983,6,80,A politician uncovers a conspiracy that puts their life in danger.
M2630,Twisted Waters,DRA,Terrence Malick,1971,4.5,159,A family struggles to stay together after a devastating loss.
M2631,Midnight Timing,COM,Phil Lord,2020,4,90,Three friends attempt to pull off the most ambitious scheme of their lives.
M2632,Night Force,ACT,David Leitch,1966,6.9,121,A former writer is pulled back into a world they tried to leave behind.
M2633,Void Memory,SCI,Rian Johnson,1975,7.4,87,"An experiment goes wrong, unleashing consequences no one anticipated."
M2634,The Sweet Land,ANI,Pete Docter,2023,7.1,71,A young dreamer discovers a hidden world beneath their own.
M2635,Voice Trouble,COM,Rian Johnson,1950,6.3,100,"When plans go wrong, two unlikely partners must improvise their way out."
M2636,Extreme Fire,ACT,Tony Scott,1996,5.6,154,A former politician is pulled back into a world they tried to leave behind.
M2637,Love in Sun,ROM,Kay Cannon,2003,7.4,118,The one that got away turns out to be the one worth fighting for.
M2638,Restless Timing,COM,Phil Lord,1957,4,105,Mistaken identity leads a farmer on an unexpected adventure.
M2639,The Love Paradox,SCI,Duncan Jones,1980,6.2,102,Humanity makes contact with an intelligence beyond comprehension.
M2640,A Rising Life,DRA,Ken Loach,1969,6.7,140,Two strangers form an unlikely bond during a turbulent summer.
M2641,The Distant Heart,DRA,Mike Leigh,2013,4.7,95,"In the aftermath of tragedy, survivors find unexpected connection."
M2642,Lucky Heart,COM,Christopher Miller,1950,7.3,77,A family reunion descends into hilarious chaos.
M2643,Always City,ROM,Greg Berlanti,1991,6.7,94,"First love, second chances, and everything in between."
M2644,Fire Magic,ANI,Andrew Stanton,1971,9.1,84,A forgotten land holds the key to everything they've lost.
M2645,Sky Dreams,ANI,Isao Takahata,1989,7.4,83,"Courage, friendship, and wonder await beyond the horizon."
M2646,The Strange Land,ANI,Jennifer Yuh Nelson,1966,6.2,98,Dreams and reality blur in this breathtaking animated tale.
M2647,Void Star,SCI,Neill Blomkamp,2009,4,120,"An experiment goes wrong, unleashing consequences no one anticipated."
M2648,Last City,DRA,Kelly Reichardt,1993,7.6,98,"In the aftermath of tragedy, survivors find unexpected connection."
M2649,New Soul,SCI,Rian Johnson,1964,5.9,132,"An experiment goes wrong, unleashing consequences no one anticipated."
M2650,The Lost Proposal,ROM,Mira Nair,2023,8.6,112,Love arrives at the most inconvenient possible moment.
M2651,Extreme Heart,ACT,James Wan,1951,5.5,95,"Outnumbered and outgunned, a writer fights their way to the truth."
M2652,The Bright Kiss,ROM,Nora Ephron,1966,5.4,122,Two people who couldn't be more different find they're perfect together.
